Date,P(Low),P(Med),P(High)
2016-03-16,0.99999905,0.00000014,0.00000081
2016-03-17,0.99999904,0.00000016,0.00000080
2016-03-18,0.99999905,0.00000019,0.00000075
2016-03-21,0.99999882,0.00000018,0.00000100
2016-03-22,0.99999849,0.00000016,0.00000135
2016-03-23,0.99999832,0.00000017,0.00000151
2016-03-24,0.99999843,0.00000028,0.00000128
2016-03-25,0.99999843,0.00000026,0.00000131
2016-03-28,0.99999836,0.00000024,0.00000140
2016-03-29,0.99999826,0.00000022,0.00000152
2016-03-30,0.99999804,0.00000038,0.00000158
2016-03-31,0.99999816,0.00000030,0.00000153
2016-04-01,0.99999805,0.00000028,0.00000167
2016-04-04,0.99999801,0.00000024,0.00000175
2016-04-05,0.99999796,0.00000025,0.00000180
2016-04-06,0.99999788,0.00000021,0.00000192
2016-04-07,0.99999786,0.00000017,0.00000197
2016-04-08,0.99999788,0.00000015,0.00000197
2016-04-11,0.99999819,0.00000019,0.00000162
2016-04-12,0.99999830,0.00000018,0.00000152
2016-04-13,0.99999854,0.00000027,0.00000119
2016-04-14,0.99999850,0.00000027,0.00000123
2016-04-15,0.99999815,0.00000023,0.00000161
2016-04-18,0.99999791,0.00000025,0.00000184
2016-04-19,0.99999755,0.00000029,0.00000216
2016-04-20,0.99999645,0.00000091,0.00000264
2016-04-21,0.99999564,0.00000109,0.00000327
2016-04-22,0.99999351,0.00000075,0.00000574
2016-04-25,0.99998925,0.00000076,0.00000999
2016-04-26,0.99997680,0.00000098,0.00002222
2016-04-27,0.99993918,0.00000077,0.00006005
2016-04-28,0.99985935,0.00000095,0.00013970
2016-04-29,0.99970045,0.00000077,0.00029878
2016-05-02,0.99938911,0.00000092,0.00060998
2016-05-03,0.99876709,0.00000157,0.00123134
2016-05-04,0.99747426,0.00000242,0.00252333
2016-05-05,0.99504797,0.00000378,0.00494826
2016-05-06,0.99071881,0.00000578,0.00927540
2016-05-09,0.98322222,0.00000812,0.01676966
2016-05-10,0.97119008,0.00001000,0.02879992
2016-05-11,0.95458983,0.00001187,0.04539830
2016-05-12,0.93244650,0.00001620,0.06753730
2016-05-13,0.90107339,0.00001663,0.09890998
2016-05-16,0.86130104,0.00002062,0.13867834
2016-05-17,0.81081033,0.00002354,0.18916613
2016-05-18,0.74923321,0.00002263,0.25074416
2016-05-19,0.67954071,0.00002602,0.32043327
2016-05-20,0.60425053,0.00002786,0.39572161
2016-05-23,0.52594559,0.00002640,0.47402801
2016-05-24,0.44886466,0.00002118,0.55111416
2016-05-25,0.37713106,0.00001445,0.62285449
2016-05-26,0.31397236,0.00001299,0.68601465
2016-05-27,0.25956246,0.00001061,0.74042694
2016-05-30,0.21292847,0.00000943,0.78706210
2016-05-31,0.17348780,0.00000878,0.82650342
2016-06-01,0.13967358,0.00000822,0.86031820
2016-06-02,0.11008730,0.00000628,0.88990643
2016-06-03,0.08540950,0.00000609,0.91458441
2016-06-06,0.06429063,0.00000897,0.93570040
2016-06-07,0.04407479,0.00000783,0.95591738
2016-06-08,0.02820914,0.00000615,0.97178471
2016-06-09,0.01694709,0.00000529,0.98304762
2016-06-10,0.01001890,0.00000346,0.98997764
2016-06-13,0.00586334,0.00000743,0.99412923
2016-06-14,0.00327747,0.00000376,0.99671877
2016-06-15,0.00178135,0.00000266,0.99821599
2016-06-16,0.00095008,0.00000221,0.99904772
2016-06-17,0.00048476,0.00000146,0.99951378
2016-06-20,0.00021023,0.00000139,0.99978838
2016-06-21,0.00007319,0.00000094,0.99992587
2016-06-22,0.00002034,0.00000110,0.99997856
2016-06-23,0.00000501,0.00000083,0.99999416
2016-06-24,0.00000164,0.00000064,0.99999772
2016-06-27,0.00000146,0.00000125,0.99999729
2016-06-28,0.00000185,0.00000171,0.99999644
2016-06-29,0.00000345,0.00000536,0.99999120
2016-06-30,0.00000461,0.00001077,0.99998462
2016-07-01,0.00000430,0.00000617,0.99998953
2016-07-04,0.00000480,0.00000805,0.99998716
2016-07-05,0.00000561,0.00001276,0.99998163
2016-07-06,0.00000623,0.00002400,0.99996977
2016-07-07,0.00000440,0.00000873,0.99998687
2016-07-08,0.00000318,0.00000392,0.99999291
2016-07-11,0.00000282,0.00000359,0.99999359
2016-07-12,0.00000271,0.00000523,0.99999206
2016-07-13,0.00000180,0.00000241,0.99999579
2016-07-14,0.00000118,0.00000138,0.99999743
2016-07-15,0.00000081,0.00000080,0.99999839
2016-07-18,0.00000067,0.00000064,0.99999869
2016-07-19,0.00000063,0.00000060,0.99999877
2016-07-20,0.00000054,0.00000036,0.99999911
2016-07-21,0.00000050,0.00000028,0.99999922
2016-07-22,0.00000050,0.00000024,0.99999926
2016-07-25,0.00000051,0.00000024,0.99999925
2016-07-26,0.00000052,0.00000025,0.99999923
2016-07-27,0.00000053,0.00000023,0.99999924
2016-07-28,0.00000054,0.00000021,0.99999925
2016-07-29,0.00000053,0.00000022,0.99999925
2016-08-01,0.00000056,0.00000023,0.99999921
2016-08-02,0.00000062,0.00000027,0.99999911
2016-08-03,0.00000068,0.00000031,0.99999901
2016-08-04,0.00000075,0.00000050,0.99999875
2016-08-05,0.00000079,0.00000035,0.99999885
2016-08-08,0.00000086,0.00000032,0.99999882
2016-08-09,0.00000089,0.00000030,0.99999881
2016-08-10,0.00000093,0.00000031,0.99999876
2016-08-11,0.00000098,0.00000033,0.99999869
2016-08-12,0.00000099,0.00000029,0.99999873
2016-08-15,0.00000103,0.00000031,0.99999866
2016-08-16,0.00000104,0.00000033,0.99999863
2016-08-17,0.00000101,0.00000027,0.99999872
2016-08-18,0.00000101,0.00000026,0.99999874
2016-08-19,0.00000102,0.00000034,0.99999864
2016-08-22,0.00000098,0.00000045,0.99999857
2016-08-23,0.00000098,0.00000042,0.99999860
2016-08-24,0.00000100,0.00000041,0.99999859
2016-08-25,0.00000095,0.00000062,0.99999844
2016-08-26,0.00000098,0.00000060,0.99999842
2016-08-29,0.00000103,0.00000057,0.99999840
2016-08-30,0.00000107,0.00000051,0.99999843
2016-08-31,0.00000109,0.00000057,0.99999833
2016-09-01,0.00000105,0.00000062,0.99999834
2016-09-02,0.00000105,0.00000053,0.99999841
2016-09-05,0.00000100,0.00000065,0.99999835
2016-09-06,0.00000094,0.00000081,0.99999826
2016-09-07,0.00000099,0.00000079,0.99999822
2016-09-08,0.00000107,0.00000075,0.99999819
2016-09-09,0.00000103,0.00000068,0.99999829
2016-09-12,0.00000058,0.00000357,0.99999585
2016-09-13,0.00000046,0.00000674,0.99999280
2016-09-14,0.00000025,0.00002238,0.99997737
2016-09-15,0.00000032,0.00002651,0.99997318
2016-09-16,0.00000035,0.00002460,0.99997505
2016-09-19,0.00000044,0.00002233,0.99997724
2016-09-20,0.00000052,0.00001585,0.99998363
2016-09-21,0.00000051,0.00002031,0.99997918
2016-09-22,0.00000034,0.00004437,0.99995529
2016-09-23,0.00000033,0.00005452,0.99994515
2016-09-26,0.00000035,0.00005325,0.99994640
2016-09-27,0.00000051,0.00003252,0.99996697
2016-09-28,0.00000068,0.00001535,0.99998397
2016-09-29,0.00000082,0.00000946,0.99998972
2016-09-30,0.00000089,0.00000615,0.99999296
2016-10-03,0.00000095,0.00000450,0.99999455
2016-10-04,0.00000091,0.00000425,0.99999485
2016-10-05,0.00000068,0.00000711,0.99999221
2016-10-06,0.00000051,0.00001089,0.99998861
2016-10-07,0.00000052,0.00000990,0.99998957
2016-10-10,0.00000061,0.00000728,0.99999211
2016-10-11,0.00000071,0.00000526,0.99999403
2016-10-12,0.00000080,0.00000379,0.99999541
2016-10-13,0.00000076,0.00000367,0.99999557
2016-10-14,0.00000062,0.00000424,0.99999514
2016-10-17,0.00000057,0.00000416,0.99999527
2016-10-18,0.00000059,0.00000367,0.99999574
2016-10-19,0.00000055,0.00000406,0.99999539
2016-10-20,0.00000058,0.00000340,0.99999602
2016-10-21,0.00000063,0.00000359,0.99999577
2016-10-24,0.00000065,0.00000326,0.99999608
2016-10-25,0.00000062,0.00000378,0.99999560
2016-10-26,0.00000067,0.00000340,0.99999594
2016-10-27,0.00000074,0.00000333,0.99999593
2016-10-28,0.00000089,0.00000273,0.99999638
2016-10-31,0.00000125,0.00000163,0.99999712
2016-11-01,0.00000152,0.00000154,0.99999695
2016-11-02,0.00000176,0.00000121,0.99999703
2016-11-03,0.00000212,0.00000122,0.99999666
2016-11-04,0.00000231,0.00000327,0.99999443
2016-11-07,0.00000196,0.00000124,0.99999680
2016-11-08,0.00000224,0.00000074,0.99999702
2016-11-09,0.00000238,0.00000066,0.99999696
2016-11-10,0.00000260,0.00000082,0.99999658
2016-11-11,0.00000294,0.00000110,0.99999596
2016-11-14,0.00000337,0.00000150,0.99999513
2016-11-15,0.00000380,0.00000119,0.99999501
2016-11-16,0.00000481,0.00000336,0.99999183
2016-11-17,0.00000373,0.00000103,0.99999524
2016-11-18,0.00000330,0.00000105,0.99999565
2016-11-21,0.00000303,0.00000106,0.99999591
2016-11-22,0.00000263,0.00000099,0.99999638
2016-11-23,0.00000233,0.00000098,0.99999669
2016-11-24,0.00000204,0.00000084,0.99999712
2016-11-25,0.00000176,0.00000074,0.99999750
2016-11-28,0.00000140,0.00000078,0.99999782
2016-11-29,0.00000106,0.00000076,0.99999818
2016-11-30,0.00000079,0.00000059,0.99999862
2016-12-01,0.00000089,0.00000116,0.99999795
2016-12-02,0.00000073,0.00000089,0.99999837
2016-12-05,0.00000089,0.00000162,0.99999750
2016-12-06,0.00000084,0.00000139,0.99999778
2016-12-07,0.00000082,0.00000103,0.99999816
2016-12-08,0.00000088,0.00000107,0.99999805
2016-12-09,0.00000088,0.00000090,0.99999822
2016-12-12,0.00000076,0.00000091,0.99999833
2016-12-13,0.00000057,0.00000064,0.99999879
2016-12-14,0.00000041,0.00000044,0.99999915
2016-12-15,0.00000031,0.00000076,0.99999893
2016-12-16,0.00000030,0.00000055,0.99999915
2016-12-19,0.00000032,0.00000085,0.99999883
2016-12-20,0.00000024,0.00000036,0.99999940
2016-12-21,0.00000024,0.00000035,0.99999942
2016-12-22,0.00000024,0.00000037,0.99999939
2016-12-23,0.00000023,0.00000034,0.99999944
2016-12-26,0.00000023,0.00000034,0.99999942
2016-12-27,0.00000024,0.00000035,0.99999941
2016-12-28,0.00000021,0.00000051,0.99999928
2016-12-29,0.00000024,0.00000059,0.99999916
2016-12-30,0.00000024,0.00000036,0.99999940
2017-01-03,0.00000026,0.00000036,0.99999938
2017-01-04,0.00000033,0.00000052,0.99999915
2017-01-05,0.00000034,0.00000094,0.99999872
2017-01-06,0.00000032,0.00000092,0.99999876
2017-01-09,0.00000033,0.00000070,0.99999897
2017-01-10,0.00000053,0.00000188,0.99999760
2017-01-11,0.00000044,0.00000065,0.99999891
2017-01-12,0.00000050,0.00000070,0.99999880
2017-01-13,0.00000054,0.00000062,0.99999884
2017-01-16,0.00000061,0.00000067,0.99999872
2017-01-17,0.00000070,0.00000073,0.99999858
2017-01-18,0.00000074,0.00000094,0.99999832
2017-01-19,0.00000063,0.00000074,0.99999863
2017-01-20,0.00000063,0.00000090,0.99999847
2017-01-23,0.00000070,0.00000078,0.99999853
2017-01-24,0.00000095,0.00000088,0.99999817
2017-01-25,0.00000229,0.00000082,0.99999689
2017-01-26,0.00000867,0.00000055,0.99999078
2017-01-27,0.00003568,0.00000059,0.99996373
2017-01-30,0.00014283,0.00000061,0.99985656
2017-01-31,0.00051912,0.00000133,0.99947955
2017-02-01,0.00195446,0.00000278,0.99804276
2017-02-02,0.00712527,0.00000632,0.99286841
2017-02-03,0.02263732,0.00001444,0.97734824
2017-02-06,0.06180485,0.00002524,0.93816991
2017-02-07,0.14187935,0.00003947,0.85808118
2017-02-08,0.27875106,0.00005304,0.72119591
2017-02-09,0.47372146,0.00006155,0.52621699
2017-02-10,0.67507560,0.00005446,0.32486994
2017-02-13,0.83630747,0.00003516,0.16365737
2017-02-14,0.93288801,0.00001740,0.06709459
2017-02-15,0.97775971,0.00000678,0.02223351
2017-02-16,0.99324655,0.00000263,0.00675082
2017-02-17,0.99800995,0.00000084,0.00198921
2017-02-20,0.99945076,0.00000032,0.00054892
2017-02-21,0.99985173,0.00000016,0.00014811
2017-02-22,0.99995366,0.00000009,0.00004625
2017-02-23,0.99998548,0.00000008,0.00001444
2017-02-24,0.99999496,0.00000008,0.00000496
2017-02-27,0.99999759,0.00000008,0.00000233
2017-02-28,0.99999834,0.00000010,0.00000156
2017-03-01,0.99999841,0.00000007,0.00000152
2017-03-02,0.99999831,0.00000007,0.00000162
2017-03-03,0.99999851,0.00000008,0.00000142
2017-03-06,0.99999861,0.00000008,0.00000131
2017-03-07,0.99999873,0.00000008,0.00000119
2017-03-08,0.99999892,0.00000008,0.00000100
2017-03-09,0.99999895,0.00000011,0.00000094
2017-03-10,0.99999890,0.00000011,0.00000099
2017-03-13,0.99999881,0.00000011,0.00000108
2017-03-14,0.99999868,0.00000011,0.00000120
2017-03-15,0.99999849,0.00000012,0.00000138
2017-03-16,0.99999689,0.00000118,0.00000192
2017-03-17,0.99999722,0.00000063,0.00000215
2017-03-20,0.99999678,0.00000063,0.00000259
2017-03-21,0.99999634,0.00000056,0.00000309
2017-03-22,0.99999608,0.00000032,0.00000359
2017-03-23,0.99999531,0.00000032,0.00000438
2017-03-24,0.99999444,0.00000030,0.00000526
2017-03-27,0.99999326,0.00000031,0.00000643
2017-03-28,0.99999218,0.00000029,0.00000753
2017-03-29,0.99999110,0.00000033,0.00000857
2017-03-30,0.99999017,0.00000047,0.00000935
2017-03-31,0.99999058,0.00000041,0.00000901
2017-04-03,0.99999124,0.00000042,0.00000834
2017-04-04,0.99999205,0.00000037,0.00000758
2017-04-05,0.99999271,0.00000034,0.00000696
2017-04-06,0.99999330,0.00000029,0.00000641
2017-04-07,0.99999324,0.00000028,0.00000648
2017-04-10,0.99999201,0.00000028,0.00000771
2017-04-11,0.99998956,0.00000031,0.00001013
2017-04-12,0.99998620,0.00000035,0.00001345
2017-04-13,0.99998006,0.00000028,0.00001965
2017-04-14,0.99996818,0.00000025,0.00003157
2017-04-17,0.99994425,0.00000023,0.00005552
2017-04-18,0.99989468,0.00000019,0.00010513
2017-04-19,0.99979224,0.00000020,0.00020756
2017-04-20,0.99959027,0.00000028,0.00040945
2017-04-21,0.99916331,0.00000031,0.00083639
2017-04-24,0.99829033,0.00000051,0.00170916
2017-04-25,0.99638535,0.00000068,0.00361397
2017-04-26,0.99254018,0.00000111,0.00745871
2017-04-27,0.98522535,0.00000234,0.01477230
2017-04-28,0.96958289,0.00000490,0.03041221
2017-05-01,0.93759990,0.00000959,0.06239052
2017-05-02,0.87339822,0.00001068,0.12659110
2017-05-03,0.78349331,0.00001426,0.21649243
2017-05-04,0.66970888,0.00001945,0.33027167
2017-05-05,0.52430928,0.00010754,0.47558318
2017-05-08,0.36826957,0.00015483,0.63157560
2017-05-09,0.23525723,0.00013591,0.76460686
2017-05-10,0.13706106,0.00008842,0.86285052
2017-05-11,0.07131124,0.00006487,0.92862390
2017-05-12,0.03434572,0.00003510,0.96561918
2017-05-15,0.01549066,0.00001783,0.98449151
2017-05-16,0.00672819,0.00000809,0.99326371
2017-05-17,0.00277320,0.00000378,0.99722302
2017-05-18,0.00119977,0.00000070,0.99879953
2017-05-19,0.00056900,0.00000052,0.99943049
2017-05-22,0.00034692,0.00000069,0.99965239
2017-05-23,0.00027453,0.00000079,0.99972468
2017-05-24,0.00026793,0.00000087,0.99973120
2017-05-25,0.00031197,0.00000093,0.99968711
2017-05-26,0.00044898,0.00000075,0.99955028
2017-05-29,0.00080508,0.00000100,0.99919392
2017-05-30,0.00170202,0.00000156,0.99829642
2017-05-31,0.00393834,0.00000275,0.99605892
2017-06-01,0.00924724,0.00000411,0.99074865
2017-06-02,0.02054920,0.00000656,0.97944425
2017-06-05,0.04201095,0.00001236,0.95797669
2017-06-06,0.08119632,0.00002387,0.91877982
2017-06-07,0.14205459,0.00006499,0.85788043
2017-06-08,0.23614302,0.00006561,0.76379137
2017-06-09,0.36016171,0.00005381,0.63978448
2017-06-12,0.48980721,0.00005389,0.51013890
2017-06-13,0.60372154,0.00005148,0.39622698
2017-06-14,0.70278660,0.00004444,0.29716896
2017-06-15,0.78718016,0.00003014,0.21278971
2017-06-16,0.85780116,0.00001598,0.14218287
2017-06-19,0.91761882,0.00001405,0.08236712
2017-06-20,0.96743689,0.00000770,0.03255541
2017-06-21,0.99189506,0.00000296,0.00810198
2017-06-22,0.99879502,0.00000073,0.00120425
2017-06-23,0.99989750,0.00000015,0.00010235
2017-06-26,0.99999489,0.00000007,0.00000504
2017-06-27,0.99999963,0.00000005,0.00000032
2017-06-28,0.99999985,0.00000005,0.00000010
2017-06-29,0.99999988,0.00000005,0.00000007
2017-06-30,0.99999989,0.00000004,0.00000007
2017-07-03,0.99999990,0.00000004,0.00000006
2017-07-04,0.99999990,0.00000004,0.00000006
2017-07-05,0.99999990,0.00000004,0.00000006
2017-07-06,0.99999991,0.00000004,0.00000005
2017-07-07,0.99999992,0.00000004,0.00000004
2017-07-10,0.99999992,0.00000004,0.00000004
2017-07-11,0.99999992,0.00000005,0.00000003
2017-07-12,0.99999993,0.00000005,0.00000003
2017-07-13,0.99999993,0.00000004,0.00000003
2017-07-14,0.99999993,0.00000004,0.00000003
2017-07-17,0.99999993,0.00000005,0.00000003
2017-07-18,0.99999993,0.00000005,0.00000002
2017-07-19,0.99999992,0.00000006,0.00000002
2017-07-20,0.99999992,0.00000006,0.00000002
2017-07-21,0.99999992,0.00000006,0.00000002
2017-07-24,0.99999992,0.00000005,0.00000002
2017-07-25,0.99999992,0.00000005,0.00000002
2017-07-26,0.99999993,0.00000005,0.00000003
2017-07-27,0.99999993,0.00000005,0.00000003
2017-07-28,0.99999993,0.00000004,0.00000003
2017-07-31,0.99999993,0.00000005,0.00000003
2017-08-01,0.99999993,0.00000005,0.00000003
2017-08-02,0.99999993,0.00000004,0.00000003
2017-08-03,0.99999993,0.00000004,0.00000002
2017-08-04,0.99999994,0.00000004,0.00000002
2017-08-07,0.99999994,0.00000004,0.00000002
2017-08-08,0.99999994,0.00000005,0.00000002
2017-08-09,0.99999993,0.00000005,0.00000002
2017-08-10,0.99999992,0.00000006,0.00000002
2017-08-11,0.99999993,0.00000004,0.00000002
2017-08-14,0.99999993,0.00000005,0.00000002
2017-08-15,0.99999993,0.00000004,0.00000003
2017-08-16,0.99999992,0.00000005,0.00000003
2017-08-17,0.99999992,0.00000005,0.00000003
2017-08-18,0.99999993,0.00000004,0.00000003
2017-08-21,0.99999993,0.00000004,0.00000003
2017-08-22,0.99999993,0.00000004,0.00000003
2017-08-23,0.99999993,0.00000004,0.00000004
2017-08-24,0.99999993,0.00000004,0.00000003
2017-08-25,0.99999993,0.00000004,0.00000004
2017-08-28,0.99999992,0.00000004,0.00000004
2017-08-29,0.99999992,0.00000004,0.00000005
2017-08-30,0.99999992,0.00000004,0.00000004
2017-08-31,0.99999992,0.00000004,0.00000004
2017-09-01,0.99999991,0.00000006,0.00000002
2017-09-04,0.99999991,0.00000007,0.00000002
2017-09-05,0.99999991,0.00000007,0.00000002
2017-09-06,0.99999992,0.00000006,0.00000003
2017-09-07,0.99999992,0.00000005,0.00000003
2017-09-08,0.99999992,0.00000005,0.00000003
2017-09-11,0.99999991,0.00000006,0.00000003
2017-09-12,0.99999992,0.00000005,0.00000003
2017-09-13,0.99999992,0.00000005,0.00000003
2017-09-14,0.99999992,0.00000005,0.00000003
2017-09-15,0.99999991,0.00000005,0.00000003
2017-09-18,0.99999991,0.00000006,0.00000003
2017-09-19,0.99999991,0.00000005,0.00000004
2017-09-20,0.99999991,0.00000005,0.00000004
2017-09-21,0.99999991,0.00000005,0.00000004
2017-09-22,0.99999990,0.00000007,0.00000003
2017-09-25,0.99999989,0.00000007,0.00000003
2017-09-26,0.99999990,0.00000006,0.00000004
2017-09-27,0.99999990,0.00000006,0.00000004
2017-09-28,0.99999991,0.00000005,0.00000004
2017-09-29,0.99999991,0.00000005,0.00000004
2017-10-02,0.99999991,0.00000005,0.00000004
2017-10-03,0.99999990,0.00000006,0.00000004
2017-10-04,0.99999990,0.00000006,0.00000004
2017-10-05,0.99999990,0.00000006,0.00000004
2017-10-06,0.99999990,0.00000006,0.00000004
2017-10-09,0.99999991,0.00000005,0.00000004
2017-10-10,0.99999991,0.00000005,0.00000004
2017-10-11,0.99999990,0.00000007,0.00000004
2017-10-12,0.99999990,0.00000007,0.00000003
2017-10-13,0.99999990,0.00000006,0.00000003
2017-10-16,0.99999987,0.00000010,0.00000003
2017-10-17,0.99999987,0.00000011,0.00000003
2017-10-18,0.99999987,0.00000010,0.00000003
2017-10-19,0.99999986,0.00000011,0.00000003
2017-10-20,0.99999986,0.00000011,0.00000003
2017-10-23,0.99999988,0.00000009,0.00000003
2017-10-24,0.99999988,0.00000008,0.00000003
2017-10-25,0.99999988,0.00000008,0.00000004
2017-10-26,0.99999985,0.00000012,0.00000003
2017-10-27,0.99999985,0.00000011,0.00000003
2017-10-30,0.99999989,0.00000007,0.00000004
2017-10-31,0.99999989,0.00000008,0.00000004
2017-11-01,0.99999989,0.00000008,0.00000004
2017-11-02,0.99999988,0.00000008,0.00000004
2017-11-03,0.99999986,0.00000010,0.00000004
2017-11-06,0.99999985,0.00000010,0.00000005
2017-11-07,0.99999942,0.00000052,0.00000006
2017-11-08,0.99999939,0.00000054,0.00000007
2017-11-09,0.99999948,0.00000047,0.00000006
2017-11-10,0.99999957,0.00000038,0.00000005
2017-11-13,0.99999954,0.00000041,0.00000005
2017-11-14,0.99999957,0.00000039,0.00000004
2017-11-15,0.99999965,0.00000031,0.00000004
2017-11-16,0.99999955,0.00000041,0.00000004
2017-11-17,0.99999962,0.00000034,0.00000004
2017-11-20,0.99999927,0.00000068,0.00000005
2017-11-21,0.99999921,0.00000075,0.00000005
2017-11-22,0.99999911,0.00000085,0.00000005
2017-11-23,0.99999916,0.00000079,0.00000005
2017-11-24,0.99999922,0.00000072,0.00000005
2017-11-27,0.99999949,0.00000045,0.00000006
2017-11-28,0.99999962,0.00000031,0.00000007
2017-11-29,0.99999941,0.00000051,0.00000007
2017-11-30,0.99999958,0.00000034,0.00000008
2017-12-01,0.99999964,0.00000027,0.00000009
2017-12-04,0.99999958,0.00000032,0.00000010
2017-12-05,0.99999928,0.00000060,0.00000012
2017-12-06,0.99999930,0.00000058,0.00000013
2017-12-07,0.99999937,0.00000049,0.00000014
2017-12-08,0.99999954,0.00000032,0.00000014
2017-12-11,0.99999958,0.00000028,0.00000014
2017-12-12,0.99999959,0.00000026,0.00000015
2017-12-13,0.99999953,0.00000031,0.00000016
2017-12-14,0.99999951,0.00000033,0.00000016
2017-12-15,0.99999959,0.00000027,0.00000014
2017-12-18,0.99999956,0.00000030,0.00000013
2017-12-19,0.99999951,0.00000037,0.00000012
2017-12-20,0.99999948,0.00000041,0.00000011
2017-12-21,0.99999956,0.00000034,0.00000010
2017-12-22,0.99999959,0.00000032,0.00000009
2017-12-25,0.99999960,0.00000031,0.00000009
2017-12-26,0.99999962,0.00000030,0.00000008
2017-12-27,0.99999970,0.00000022,0.00000008
2017-12-28,0.99999958,0.00000035,0.00000007
2017-12-29,0.99999956,0.00000037,0.00000007
2018-01-01,0.99999962,0.00000031,0.00000007
2018-01-02,0.99999966,0.00000027,0.00000006
2018-01-03,0.99999953,0.00000041,0.00000006
2018-01-04,0.99999953,0.00000041,0.00000005
2018-01-05,0.99999962,0.00000033,0.00000005
2018-01-08,0.99999969,0.00000026,0.00000005
2018-01-09,0.99999971,0.00000024,0.00000004
2018-01-10,0.99999978,0.00000017,0.00000004
2018-01-11,0.99999979,0.00000017,0.00000004
2018-01-12,0.99999963,0.00000033,0.00000004
2018-01-15,0.99999971,0.00000025,0.00000004
2018-01-16,0.99999977,0.00000019,0.00000004
2018-01-17,0.99999975,0.00000022,0.00000003
2018-01-18,0.99999970,0.00000027,0.00000003
2018-01-19,0.99999969,0.00000029,0.00000003
2018-01-22,0.99999974,0.00000024,0.00000002
2018-01-23,0.99999976,0.00000023,0.00000002
2018-01-24,0.99999977,0.00000021,0.00000002
2018-01-25,0.99999975,0.00000023,0.00000002
2018-01-26,0.99999977,0.00000022,0.00000002
2018-01-29,0.99999979,0.00000019,0.00000002
2018-01-30,0.99999981,0.00000017,0.00000001
2018-02-01,0.99999984,0.00000015,0.00000001
2018-02-02,0.99999984,0.00000014,0.00000002
2018-02-05,0.99999926,0.00000072,0.00000002
2018-02-06,0.99999860,0.00000139,0.00000002
2018-02-07,0.99999879,0.00000119,0.00000002
2018-02-08,0.99999926,0.00000073,0.00000002
2018-02-09,0.99999926,0.00000072,0.00000002
2018-02-12,0.99999914,0.00000084,0.00000001
2018-02-13,0.99999891,0.00000107,0.00000001
2018-02-14,0.99999895,0.00000104,0.00000001
2018-02-15,0.99999938,0.00000060,0.00000001
2018-02-16,0.99999942,0.00000057,0.00000001
2018-02-19,0.99999951,0.00000048,0.00000001
2018-02-20,0.99999958,0.00000041,0.00000001
2018-02-21,0.99999967,0.00000032,0.00000001
2018-02-22,0.99999971,0.00000027,0.00000001
2018-02-23,0.99999974,0.00000024,0.00000001
2018-02-26,0.99999974,0.00000025,0.00000001
2018-02-27,0.99999966,0.00000033,0.00000001
2018-02-28,0.99999961,0.00000038,0.00000001
2018-03-01,0.99999982,0.00000017,0.00000001
2018-03-02,0.99999988,0.00000011,0.00000001
2018-03-05,0.99999990,0.00000009,0.00000001
2018-03-06,0.99999989,0.00000010,0.00000001
2018-03-07,0.99999988,0.00000011,0.00000001
2018-03-08,0.99999988,0.00000011,0.00000001
2018-03-09,0.99999989,0.00000010,0.00000001
2018-03-12,0.99999990,0.00000009,0.00000001
2018-03-13,0.99999990,0.00000009,0.00000001
2018-03-14,0.99999990,0.00000008,0.00000002
2018-03-15,0.99999991,0.00000008,0.00000002
2018-03-16,0.99999989,0.00000009,0.00000002
2018-03-19,0.99999990,0.00000008,0.00000002
2018-03-20,0.99999988,0.00000010,0.00000002
2018-03-21,0.99999989,0.00000009,0.00000002
2018-03-22,0.99999989,0.00000009,0.00000001
2018-03-23,0.99999991,0.00000007,0.00000001
2018-03-26,0.99999993,0.00000005,0.00000002
2018-03-27,0.99999993,0.00000005,0.00000002
2018-03-28,0.99999993,0.00000004,0.00000002
2018-03-29,0.99999993,0.00000005,0.00000002
2018-03-30,0.99999993,0.00000005,0.00000002
2018-04-02,0.99999992,0.00000006,0.00000002
2018-04-03,0.99999991,0.00000007,0.00000002
2018-04-04,0.99999991,0.00000006,0.00000002
2018-04-05,0.99999991,0.00000006,0.00000003
2018-04-06,0.99999991,0.00000006,0.00000003
2018-04-09,0.99999991,0.00000005,0.00000004
2018-04-10,0.99999991,0.00000005,0.00000004
2018-04-11,0.99999991,0.00000006,0.00000004
2018-04-12,0.99999990,0.00000006,0.00000004
2018-04-13,0.99999990,0.00000005,0.00000004
2018-04-16,0.99999990,0.00000005,0.00000005
2018-04-17,0.99999991,0.00000005,0.00000005
2018-04-18,0.99999991,0.00000005,0.00000004
2018-04-19,0.99999991,0.00000005,0.00000004
2018-04-20,0.99999990,0.00000006,0.00000003
2018-04-23,0.99999991,0.00000006,0.00000003
2018-04-24,0.99999991,0.00000006,0.00000003
2018-04-25,0.99999992,0.00000005,0.00000003
2018-04-26,0.99999992,0.00000005,0.00000003
2018-04-27,0.99999992,0.00000005,0.00000003
2018-04-30,0.99999993,0.00000005,0.00000003
2018-05-01,0.99999993,0.00000004,0.00000003
2018-05-02,0.99999993,0.00000004,0.00000003
2018-05-03,0.99999993,0.00000004,0.00000003
2018-05-04,0.99999994,0.00000004,0.00000002
2018-05-07,0.99999994,0.00000004,0.00000002
2018-05-08,0.99999994,0.00000004,0.00000002
2018-05-09,0.99999994,0.00000004,0.00000002
